weight,alcohol_past12m,heavy_drinking_30d,ebac_tot,ebac_legal,cannabis_any_use,age_group,gender,province_region,mental_health,physical_health
769.91,1,0,0.0131,0.0105,1,65+,male,Quebec,3,5
980.99,0,0,0.0,0.0,1,45-64,male,BC,4,4
948.6,0,0,0.0,0.0,0,15-24,female,Prairies,3,3
937.65,1,0,0.0269,0.0241,0,45-64,female,Prairies,2,3
1159.49,0,0,0.0,0.0,0,45-64,male,Quebec,3,4
1377.02,0,0,0.0,0.0,1,45-64,male,Ontario,4,2
772.04,1,0,0.1177,0.076,0,65+,male,Ontario,5,5
960.54,1,0,0.1407,0.0784,0,25-44,female,Ontario,1,4
845.01,1,0,0.172,0.08,0,25-44,female,Quebec,4,4
768.37,1,0,0.0487,0.046,0,25-44,other,Ontario,1,3
1016.16,1,0,0.1602,0.0769,0,65+,female,BC,4,3
617.07,1,0,0.158,0.0785,0,25-44,other,Quebec,4,5
614.99,0,0,0.0,0.0,1,25-44,female,Ontario,2,5
1000.51,1,0,0.0466,0.0434,1,15-24,male,Prairies,5,5
947.09,1,1,0.0416,0.0398,0,45-64,female,Prairies,5,5
816.64,1,0,0.0005,0.0,1,25-44,female,BC,4,3
510.95,1,0,0.078,0.0792,1,45-64,male,BC,4,4
479.14,1,0,0.0287,0.025,0,25-44,male,Ontario,5,4
996.32,0,0,0.0,0.0,0,25-44,male,Ontario,5,5
499.66,0,0,0.0,0.0,1,45-64,female,Prairies,2,2
655.84,1,0,0.0645,0.0651,1,25-44,male,BC,3,3
728.03,0,0,0.0,0.0,0,25-44,female,Prairies,2,5
770.08,1,0,0.0146,0.0182,0,25-44,male,BC,4,4
882.07,1,0,0.0545,0.052,0,45-64,male,Quebec,4,5
894.57,1,0,0.105,0.0774,1,65+,male,BC,5,3
878.15,1,0,0.017,0.0186,0,15-24,male,Atlantic,4,2
661.7,1,0,0.1349,0.0792,0,25-44,male,Prairies,4,5
808.16,0,0,0.0,0.0,0,45-64,female,Ontario,4,4
732.07,1,0,0.0654,0.0655,0,45-64,female,Prairies,4,5
1227.25,1,0,0.0985,0.0786,1,15-24,male,Prairies,1,3
708.37,0,0,0.0,0.0,0,45-64,male,Quebec,4,3
1032.78,1,0,0.1205,0.0793,1,25-44,male,Prairies,4,5
842.24,1,0,0.0932,0.0777,0,25-44,other,Quebec,4,3
649.16,1,1,0.1739,0.0769,0,25-44,male,Ontario,1,3
911.95,1,0,0.1264,0.08,1,25-44,male,BC,4,4
551.07,1,0,0.1274,0.0797,1,25-44,male,Prairies,4,3
894.43,1,0,0.0948,0.08,0,45-64,female,Quebec,3,5
985.82,1,0,0.1595,0.0776,1,45-64,male,Ontario,1,4
846.9,1,0,0.1698,0.08,0,45-64,female,Prairies,5,5
861.53,0,0,0.0,0.0,0,25-44,female,BC,4,2
1175.22,0,0,0.0,0.0,1,45-64,male,BC,1,5
529.33,1,0,0.1738,0.0756,0,15-24,female,Quebec,5,4
718.65,0,0,0.0,0.0,0,45-64,female,Ontario,4,4
760.89,1,0,0.0958,0.0798,0,25-44,male,Ontario,4,3
869.73,0,0,0.0,0.0,0,25-44,female,Ontario,5,4
508.8,1,0,0.0021,0.0049,1,15-24,male,Prairies,3,3
724.15,1,0,0.0592,0.0619,1,45-64,female,Ontario,3,5
876.47,0,0,0.0,0.0,0,45-64,female,Ontario,4,5
733.57,0,0,0.0,0.0,0,15-24,female,BC,3,4
1042.46,1,0,0.1094,0.08,0,25-44,male,Quebec,3,4
502.2,0,0,0.0,0.0,0,15-24,female,Ontario,4,4
667.09,1,1,0.0618,0.0595,0,65+,female,Prairies,1,4
1038.66,0,0,0.0,0.0,0,25-44,female,Ontario,2,4
918.23,1,0,0.1608,0.08,0,15-24,male,Ontario,4,2
802.18,0,0,0.0,0.0,1,45-64,female,Quebec,3,4
625.35,0,0,0.0,0.0,0,15-24,female,Quebec,2,5
879.66,1,0,0.0823,0.0784,0,15-24,female,Ontario,1,4
984.98,0,0,0.0,0.0,1,65+,female,Ontario,5,5
1007.53,0,0,0.0,0.0,0,45-64,male,Prairies,2,4
1086.83,0,0,0.0,0.0,1,25-44,male,Ontario,5,4
849.49,1,0,0.1212,0.0764,0,45-64,male,Ontario,5,4
840.16,0,0,0.0,0.0,1,25-44,male,Quebec,5,3
621.99,1,0,0.0444,0.0478,1,45-64,male,Quebec,2,3
777.19,1,1,0.0827,0.08,0,25-44,female,Prairies,4,3
682.39,1,0,0.0961,0.0795,0,15-24,female,Quebec,5,5
544.97,1,0,0.1481,0.08,0,45-64,male,Prairies,4,4
772.31,1,0,0.0171,0.0164,0,25-44,female,Ontario,2,5
797.08,0,0,0.0,0.0,1,45-64,female,Ontario,3,4
686.73,1,1,0.126,0.08,0,65+,female,Atlantic,4,4
729.48,1,0,0.1285,0.08,1,45-64,male,Quebec,3,5
965.51,1,1,0.1644,0.0763,0,65+,male,BC,3,3
646.78,1,0,0.0413,0.0398,0,65+,female,Quebec,4,5
721.39,1,1,0.0302,0.0271,0,45-64,male,BC,4,4
550.7,1,0,0.0591,0.056,0,45-64,male,Quebec,5,5
532.8,1,0,0.0218,0.0238,0,45-64,male,Prairies,3,4
817.57,0,0,0.0,0.0,0,25-44,female,Ontario,4,4
555.14,1,0,0.099,0.0758,0,25-44,female,Prairies,5,4
623.28,1,0,0.1677,0.0773,0,25-44,male,Quebec,4,5
967.92,1,0,0.1652,0.08,0,45-64,female,BC,5,3
475.34,1,0,0.0649,0.0608,1,25-44,female,BC,5,1
866.37,1,0,0.0085,0.01,1,25-44,female,Prairies,5,4
800.49,0,0,0.0,0.0,1,65+,male,Ontario,4,4
596.71,1,0,0.1535,0.0791,0,65+,female,Ontario,5,4
668.67,1,0,0.157,0.08,0,15-24,female,Quebec,4,3
851.4,1,1,0.1202,0.0765,0,25-44,male,Ontario,4,4
917.42,1,0,0.0984,0.0788,1,15-24,female,Ontario,3,3
971.13,1,0,0.1299,0.08,1,15-24,male,Ontario,3,3
799.92,1,0,0.1255,0.08,1,45-64,male,Quebec,3,4
689.98,1,0,0.0432,0.0441,0,45-64,male,Ontario,4,4
1019.0,1,0,0.0563,0.0522,0,15-24,female,Ontario,5,4
885.77,1,0,0.0587,0.0618,0,65+,male,Ontario,4,4
807.6,1,0,0.1076,0.08,0,65+,male,Ontario,5,1
606.36,0,0,0.0,0.0,0,15-24,male,Prairies,3,5
954.78,1,1,0.0223,0.0261,1,65+,male,Ontario,3,3
540.76,0,0,0.0,0.0,0,45-64,female,BC,5,4
620.52,1,0,0.0046,0.0048,0,15-24,female,Ontario,3,4
664.51,1,0,0.0587,0.0582,0,25-44,female,Ontario,5,4
988.0,1,1,0.175,0.0785,1,25-44,female,Ontario,4,4
667.97,1,0,0.1479,0.08,1,25-44,male,Prairies,1,4
515.33,1,0,0.0282,0.0332,0,25-44,female,Ontario,4,4
863.27,1,0,0.0578,0.0558,1,25-44,female,BC,3,4
851.78,0,0,0.0,0.0,0,45-64,male,Quebec,1,3
877.39,1,0,0.0747,0.0713,0,45-64,female,Ontario,2,4
1043.26,1,0,0.0021,0.0039,0,15-24,female,Prairies,4,4
459.68,1,0,0.1138,0.0763,1,15-24,male,BC,4,3
755.31,1,0,0.0191,0.0171,0,15-24,male,Ontario,3,5
793.06,1,0,0.0946,0.0783,1,15-24,female,Prairies,4,3
967.77,1,0,0.1752,0.0773,0,25-44,male,Prairies,4,4
1006.98,1,1,0.1417,0.08,0,45-64,female,Ontario,5,2
946.41,1,0,0.0379,0.0427,0,45-64,male,Ontario,4,4
1079.54,1,0,0.0074,0.0076,1,65+,female,Quebec,4,4
774.14,1,0,0.147,0.08,1,25-44,female,Ontario,5,5
1061.34,1,0,0.0694,0.0715,0,65+,male,BC,2,5
759.4,1,0,0.1391,0.08,1,65+,male,Atlantic,5,5
740.44,1,0,0.1777,0.0774,1,65+,female,Quebec,2,4
981.74,1,0,0.1303,0.0752,0,25-44,male,Atlantic,3,4
540.21,0,0,0.0,0.0,0,45-64,female,Ontario,5,5
1077.07,1,1,0.1686,0.08,0,45-64,male,BC,5,4
616.83,0,0,0.0,0.0,0,65+,male,BC,2,4
477.33,0,0,0.0,0.0,0,25-44,male,Atlantic,3,4
962.15,1,0,0.1309,0.08,0,65+,female,Atlantic,4,5
682.38,1,0,0.1554,0.08,0,65+,male,Prairies,5,4
503.95,1,0,0.1691,0.0792,0,45-64,female,Prairies,3,4
1007.81,1,1,0.0402,0.0448,0,45-64,female,Quebec,3,5
1007.46,1,0,0.0723,0.075,0,25-44,male,Ontario,1,5
527.4,1,0,0.1525,0.08,0,65+,female,BC,5,5
769.59,0,0,0.0,0.0,0,25-44,female,Ontario,3,5
659.17,1,0,0.171,0.08,0,45-64,male,Prairies,4,4
801.08,1,0,0.1193,0.08,0,25-44,female,Ontario,1,4
711.26,1,0,0.0457,0.0438,0,15-24,male,Ontario,3,4
917.89,0,0,0.0,0.0,0,45-64,female,BC,4,4
901.39,0,0,0.0,0.0,0,25-44,female,Ontario,5,4
787.61,1,0,0.0538,0.0531,0,15-24,female,Prairies,4,3
440.49,1,0,0.1189,0.0752,0,25-44,male,Quebec,4,3
841.25,0,0,0.0,0.0,0,25-44,female,Ontario,3,4
465.54,1,0,0.0458,0.0415,0,15-24,male,Prairies,1,5
758.73,1,0,0.0548,0.0554,0,15-24,female,BC,4,4
655.36,1,1,0.1197,0.08,0,25-44,female,Atlantic,5,4
548.54,1,0,0.1473,0.08,1,65+,female,Ontario,3,5
1100.93,1,0,0.0753,0.072,1,15-24,male,Ontario,5,4
539.35,1,1,0.0545,0.0548,1,45-64,female,Atlantic,3,1
911.89,1,0,0.1081,0.08,0,25-44,female,BC,4,4
646.99,1,1,0.1559,0.08,0,25-44,female,Quebec,3,4
813.71,0,0,0.0,0.0,0,45-64,male,Ontario,5,4
659.56,1,0,0.0117,0.0112,0,65+,male,Prairies,3,5
1031.42,1,0,0.1139,0.08,0,45-64,female,Quebec,5,5
913.73,0,0,0.0,0.0,1,25-44,male,Ontario,5,4
814.2,1,1,0.1735,0.08,0,25-44,male,Quebec,5,4
947.84,1,0,0.1554,0.08,0,25-44,female,Quebec,3,5
744.6,0,0,0.0,0.0,0,25-44,female,Prairies,3,4
1030.82,1,0,0.1152,0.08,0,15-24,female,Ontario,3,5
1103.98,1,0,0.1279,0.0783,1,25-44,female,Quebec,5,5
650.86,1,0,0.0467,0.0459,1,25-44,male,Prairies,2,4
743.94,1,0,0.112,0.0794,0,25-44,male,Prairies,3,1
745.49,0,0,0.0,0.0,0,25-44,female,Prairies,5,3
675.85,1,0,0.0484,0.049,0,45-64,female,Quebec,4,4
623.89,1,1,0.1316,0.0781,1,15-24,male,Ontario,4,5
938.59,1,1,0.1588,0.0781,0,45-64,female,Prairies,2,5
457.93,1,0,0.084,0.08,0,65+,female,Prairies,1,4
627.9,1,0,0.0808,0.08,1,25-44,female,Atlantic,5,5
991.05,1,0,0.1371,0.08,0,15-24,male,Ontario,2,4
1091.66,1,0,0.1792,0.0754,0,25-44,male,Quebec,3,1
575.41,1,0,0.1166,0.0796,0,25-44,male,BC,4,4
641.74,1,0,0.1225,0.08,0,25-44,female,Ontario,4,4
972.49,1,0,0.1142,0.08,0,15-24,female,Ontario,2,5
998.18,1,0,0.0353,0.0316,0,25-44,male,Ontario,4,4
849.93,1,0,0.1605,0.08,0,25-44,male,Atlantic,2,3
975.37,0,0,0.0,0.0,0,45-64,male,Ontario,4,4
866.71,1,1,0.0689,0.0649,0,15-24,male,BC,4,5
1033.31,1,0,0.0228,0.0215,1,15-24,male,Prairies,4,5
660.65,1,0,0.0038,0.0084,1,15-24,male,BC,4,3
591.41,1,1,0.1051,0.0762,0,25-44,female,Prairies,2,4
702.51,1,0,0.044,0.047,0,25-44,female,Ontario,5,1
844.71,1,0,0.1363,0.0778,0,45-64,male,Ontario,1,2
1160.31,1,0,0.1702,0.08,1,45-64,female,Quebec,2,4
362.54,1,0,0.1048,0.08,0,45-64,male,Ontario,3,3
1118.28,1,0,0.146,0.08,0,45-64,female,Quebec,5,2
647.52,0,0,0.0,0.0,0,45-64,female,Ontario,3,3
939.26,0,0,0.0,0.0,0,45-64,male,Quebec,4,4
734.27,0,0,0.0,0.0,1,15-24,female,Ontario,3,4
868.65,1,0,0.0913,0.0784,0,25-44,female,Ontario,3,4
627.4,1,0,0.086,0.079,0,25-44,male,Ontario,4,4
1247.78,1,0,0.068,0.0657,0,65+,male,Ontario,4,3
535.38,1,0,0.0832,0.08,0,45-64,male,Ontario,5,5
927.12,1,0,0.0588,0.0597,1,25-44,female,Ontario,4,3
571.31,1,0,0.0981,0.08,1,25-44,female,BC,2,4
1030.79,1,0,0.0497,0.0483,0,25-44,female,Quebec,4,4
793.92,1,1,0.0386,0.0409,0,15-24,male,Quebec,5,2
634.24,1,0,0.0259,0.0221,0,45-64,female,Ontario,4,4
1045.17,1,0,0.1736,0.0792,0,25-44,female,Prairies,4,4
869.06,1,1,0.0757,0.0743,0,45-64,male,BC,4,4
816.2,0,0,0.0,0.0,1,45-64,male,Quebec,4,4
738.39,1,0,0.089,0.0778,0,65+,male,Ontario,3,5
1060.8,1,0,0.0974,0.0798,0,15-24,female,Ontario,1,4
624.57,1,0,0.1475,0.076,0,15-24,male,Quebec,4,4
416.95,1,1,0.1655,0.08,0,45-64,male,Prairies,4,4
946.26,1,0,0.1104,0.0763,0,25-44,male,Quebec,4,4
1337.81,1,0,0.1525,0.0772,0,25-44,male,Quebec,4,5
967.34,1,0,0.1097,0.0792,0,65+,male,BC,4,4
1047.88,1,1,0.0522,0.056,1,25-44,male,Ontario,4,4
866.87,0,0,0.0,0.0,1,25-44,male,Prairies,3,5
868.71,0,0,0.0,0.0,0,45-64,male,Ontario,4,4
472.0,1,1,0.1683,0.08,0,65+,male,Ontario,5,5
936.35,1,0,0.116,0.0767,0,45-64,male,BC,3,5
439.15,1,1,0.1459,0.08,1,25-44,male,Prairies,4,5
1064.51,1,0,0.0033,0.0068,0,45-64,male,Quebec,1,5
577.66,1,0,0.1703,0.08,1,15-24,male,BC,3,4
640.41,1,0,0.0613,0.0602,0,15-24,male,Quebec,4,4
451.38,1,0,0.1667,0.08,0,45-64,male,Ontario,4,4
393.02,1,0,0.106,0.0799,1,45-64,male,Ontario,4,5
1204.94,1,1,0.077,0.0736,1,45-64,male,Prairies,4,4
790.92,1,0,0.1557,0.0786,0,65+,female,Quebec,5,4
788.31,1,1,0.0077,0.0122,0,15-24,female,Quebec,5,3
951.47,1,1,0.0958,0.08,1,45-64,male,BC,4,5
668.36,0,0,0.0,0.0,0,15-24,female,Atlantic,5,4
792.99,1,0,0.1725,0.08,0,25-44,male,Atlantic,5,3
779.55,0,0,0.0,0.0,0,25-44,male,Prairies,2,5
1342.33,0,0,0.0,0.0,0,15-24,female,BC,5,5
434.9,1,1,0.0434,0.0455,0,25-44,female,BC,4,4
468.35,0,0,0.0,0.0,0,25-44,male,Quebec,3,3
542.08,0,0,0.0,0.0,0,25-44,male,BC,4,3
1119.47,1,0,0.0382,0.0366,0,45-64,male,Quebec,5,1
1016.29,1,1,0.131,0.0757,0,65+,male,BC,5,5
665.65,1,0,0.0854,0.0774,0,45-64,female,Prairies,4,5
895.97,1,0,0.0309,0.0308,0,65+,male,Prairies,2,5
826.12,1,0,0.1084,0.0772,0,65+,male,Ontario,5,4
712.0,0,0,0.0,0.0,0,25-44,female,Ontario,4,4
1025.92,1,0,0.1263,0.08,1,25-44,female,Quebec,4,3
595.39,1,0,0.0031,0.0,0,45-64,male,Prairies,4,4
554.81,1,1,0.1466,0.08,0,25-44,male,Ontario,3,5
299.37,0,0,0.0,0.0,0,65+,male,Prairies,3,5
881.74,1,0,0.0094,0.0054,0,15-24,male,Quebec,4,5
1246.21,1,0,0.0736,0.0686,0,25-44,male,Quebec,3,5
876.11,1,0,0.1127,0.0766,1,65+,male,Quebec,5,4
815.48,0,0,0.0,0.0,0,25-44,female,Quebec,3,4
1101.28,0,0,0.0,0.0,1,65+,other,Ontario,5,1
920.05,1,1,0.1591,0.079,0,65+,male,Prairies,4,5
1067.48,1,0,0.1018,0.0756,1,25-44,female,Ontario,3,5
691.66,1,0,0.1122,0.08,1,45-64,male,Ontario,4,4
436.07,0,0,0.0,0.0,0,25-44,male,Prairies,5,5
788.93,1,0,0.1638,0.08,0,45-64,male,Atlantic,5,4
814.54,1,0,0.0794,0.08,0,45-64,female,BC,4,4
1067.82,1,0,0.0928,0.08,1,45-64,female,Atlantic,5,5
918.47,1,0,0.1558,0.0789,0,45-64,male,BC,4,5
418.58,1,1,0.129,0.0772,0,45-64,male,Quebec,4,5
1126.7,1,0,0.1379,0.08,0,65+,male,Prairies,4,4
692.4,0,0,0.0,0.0,0,65+,female,BC,4,4
939.08,0,0,0.0,0.0,1,65+,female,Prairies,4,4
776.79,0,0,0.0,0.0,0,25-44,female,Ontario,4,4
819.01,0,0,0.0,0.0,0,25-44,female,Ontario,4,1
846.77,1,0,0.0669,0.0697,0,45-64,male,BC,4,2
991.89,1,0,0.1449,0.08,0,25-44,male,Quebec,5,4
966.87,0,0,0.0,0.0,0,45-64,male,BC,3,4
613.78,0,0,0.0,0.0,1,45-64,female,Atlantic,2,4
816.17,1,0,0.0801,0.0783,0,45-64,male,Ontario,3,3
680.52,1,0,0.0871,0.08,1,25-44,female,BC,3,5
1005.15,1,0,0.1027,0.08,0,25-44,male,Prairies,2,3
586.24,1,0,0.1692,0.0788,0,25-44,female,Prairies,3,2
556.19,0,0,0.0,0.0,1,15-24,female,Quebec,3,4
830.1,1,0,0.0934,0.08,0,45-64,female,Ontario,2,3
926.74,1,0,0.1004,0.08,0,25-44,male,Quebec,3,5
873.35,1,0,0.1416,0.08,1,65+,male,Ontario,3,4
1228.33,1,0,0.0728,0.0716,0,25-44,female,Ontario,5,4
978.44,1,0,0.0403,0.0422,0,25-44,female,Prairies,3,3
475.82,1,0,0.0145,0.0102,0,25-44,male,Prairies,2,5
1007.05,1,0,0.0302,0.0253,0,15-24,male,Ontario,5,5
167.6,0,0,0.0,0.0,0,45-64,male,BC,4,2
880.71,0,0,0.0,0.0,0,65+,female,BC,5,5
1047.9,1,0,0.0828,0.08,0,15-24,female,Ontario,4,4
709.71,1,1,0.1758,0.0781,0,45-64,male,Prairies,5,3
790.05,1,0,0.0602,0.0608,0,15-24,female,Prairies,1,5
946.78,1,0,0.1394,0.0753,0,25-44,male,Ontario,4,3
960.16,1,1,0.0972,0.08,0,45-64,female,Atlantic,1,4
684.34,0,0,0.0,0.0,0,15-24,male,Prairies,3,3
741.48,0,0,0.0,0.0,0,65+,male,Ontario,4,3
731.3,1,0,0.0036,0.0072,0,25-44,female,Ontario,2,3
1087.55,1,0,0.0129,0.0166,0,45-64,female,Ontario,5,4
1137.89,0,0,0.0,0.0,0,25-44,female,Ontario,3,4
467.97,0,0,0.0,0.0,0,15-24,male,Quebec,5,5
1144.33,1,1,0.0612,0.0591,0,25-44,male,BC,3,4
526.42,0,0,0.0,0.0,1,25-44,female,Quebec,2,5
864.96,1,0,0.1506,0.08,1,25-44,male,Prairies,3,3
660.43,1,0,0.0229,0.0226,1,25-44,female,Atlantic,3,3
1000.17,1,0,0.0198,0.0158,0,65+,male,Ontario,3,5
581.8,1,1,0.1466,0.08,0,25-44,male,Quebec,4,4
1006.68,1,0,0.0554,0.0586,0,25-44,female,Ontario,4,4
971.68,1,0,0.0682,0.0633,0,15-24,male,Ontario,4,3
947.94,1,1,0.087,0.08,1,65+,female,BC,3,2
812.45,1,0,0.1234,0.08,0,45-64,female,Quebec,4,3
625.93,1,0,0.054,0.0515,0,65+,male,Atlantic,2,2
829.71,0,0,0.0,0.0,1,45-64,other,Quebec,4,3
733.24,1,0,0.0307,0.0279,1,65+,female,Quebec,4,4
606.18,1,0,0.1269,0.08,0,65+,male,Ontario,4,4
782.79,1,0,0.0938,0.0797,1,65+,female,Ontario,3,5
923.63,0,0,0.0,0.0,0,45-64,female,Ontario,3,5
849.52,1,1,0.0235,0.0274,1,25-44,female,Prairies,5,3
732.63,1,1,0.1273,0.08,1,15-24,male,Quebec,4,2
978.16,1,0,0.0414,0.0409,0,15-24,male,Quebec,1,5
934.69,1,0,0.1664,0.08,0,45-64,female,BC,5,5
687.1,0,0,0.0,0.0,0,15-24,female,Quebec,4,5
891.4,1,0,0.0581,0.0596,0,25-44,male,BC,3,5
607.06,1,1,0.0346,0.0323,0,15-24,male,Ontario,4,3
841.0,1,0,0.0146,0.0152,0,15-24,male,Ontario,4,3
1198.06,1,0,0.0549,0.0506,0,25-44,female,BC,4,5
932.29,1,1,0.1189,0.08,0,25-44,female,Ontario,5,3
734.07,0,0,0.0,0.0,1,45-64,male,Quebec,2,4
1026.64,1,0,0.0126,0.0129,0,65+,male,Ontario,4,3
660.59,1,0,0.003,0.0011,0,45-64,male,Ontario,5,4
645.49,0,0,0.0,0.0,0,45-64,female,Ontario,3,5
689.77,1,0,0.0928,0.0763,0,25-44,female,Quebec,3,1
1086.26,1,0,0.1393,0.08,0,45-64,female,BC,3,4
607.93,1,0,0.0506,0.0547,1,45-64,male,Atlantic,1,4
614.02,1,0,0.1362,0.0787,0,15-24,male,BC,5,5
895.24,1,0,0.1712,0.0792,0,15-24,male,Quebec,5,5
1175.46,1,0,0.1171,0.0788,1,25-44,male,Quebec,4,3
910.66,0,0,0.0,0.0,0,65+,male,Prairies,4,4
866.04,1,0,0.011,0.0117,1,65+,male,Quebec,3,5
810.1,0,0,0.0,0.0,0,25-44,female,BC,4,5
607.8,1,1,0.169,0.0792,0,25-44,male,Prairies,2,4
635.64,0,0,0.0,0.0,0,65+,male,BC,4,4
702.91,0,0,0.0,0.0,0,45-64,female,Ontario,4,3
574.25,1,0,0.1147,0.0788,0,25-44,male,Quebec,3,4
757.34,1,0,0.1166,0.08,0,25-44,male,Quebec,2,4
848.53,0,0,0.0,0.0,1,25-44,female,Quebec,2,4
670.76,1,0,0.0993,0.08,0,25-44,male,Quebec,2,3
685.56,1,0,0.0926,0.075,0,15-24,female,Prairies,2,5
924.63,0,0,0.0,0.0,1,45-64,male,Ontario,5,4
932.4,1,0,0.1732,0.0798,0,15-24,female,Atlantic,4,5
745.88,1,0,0.0205,0.0166,0,25-44,male,Ontario,4,2
711.95,1,0,0.0606,0.0568,0,25-44,female,Prairies,4,3
1043.41,1,0,0.1061,0.0785,0,25-44,male,Ontario,4,4
890.8,0,0,0.0,0.0,0,65+,male,Prairies,4,3
995.88,0,0,0.0,0.0,0,25-44,male,Quebec,4,1
821.08,1,0,0.0425,0.043,0,45-64,female,BC,5,4
892.88,1,0,0.0793,0.08,1,65+,female,Prairies,4,4
780.88,0,0,0.0,0.0,0,25-44,male,Quebec,5,4
574.0,0,0,0.0,0.0,0,25-44,male,Ontario,4,4
708.8,1,0,0.0752,0.0721,0,15-24,male,Ontario,3,3
722.24,1,0,0.0482,0.0475,0,25-44,male,Ontario,4,5
796.41,1,0,0.1144,0.08,0,25-44,male,Ontario,4,4
1036.12,1,1,0.0752,0.0731,1,65+,female,Quebec,4,2
791.16,1,0,0.0023,0.003,0,45-64,male,Ontario,2,2
700.51,0,0,0.0,0.0,0,25-44,female,Prairies,3,5
957.58,1,0,0.0799,0.08,0,25-44,female,Quebec,3,4
1063.84,1,0,0.0431,0.0456,0,15-24,male,Prairies,4,4
921.81,1,0,0.1259,0.0799,0,15-24,male,Ontario,3,4
858.07,1,0,0.1313,0.08,0,15-24,female,Ontario,3,1
1181.44,1,0,0.0732,0.0736,0,45-64,female,Quebec,3,2
890.71,1,1,0.1668,0.0767,0,45-64,female,Quebec,5,4
760.52,1,1,0.1025,0.0793,0,65+,male,BC,4,4
701.6,0,0,0.0,0.0,1,45-64,female,Prairies,3,5
678.63,1,0,0.0126,0.0092,0,65+,female,Ontario,4,5
691.64,1,0,0.0038,0.0047,0,15-24,male,Prairies,4,3
510.83,0,0,0.0,0.0,1,25-44,female,Ontario,2,3
806.54,1,1,0.0594,0.0548,0,65+,female,Ontario,3,3
917.06,1,0,0.0539,0.0544,0,65+,male,BC,1,4
786.58,0,0,0.0,0.0,0,65+,female,Ontario,3,4
1034.97,1,0,0.0261,0.0306,0,25-44,female,Quebec,5,3
601.72,1,1,0.1676,0.08,1,45-64,male,Quebec,4,5
1042.15,1,0,0.0081,0.0077,1,15-24,female,Atlantic,4,4
789.48,1,0,0.0113,0.012,0,25-44,male,Prairies,3,3
760.5,0,0,0.0,0.0,0,45-64,male,Ontario,5,2
724.5,1,0,0.1062,0.0771,0,45-64,female,Atlantic,4,4
633.39,1,0,0.1201,0.08,0,25-44,male,Quebec,2,3
976.72,1,0,0.1054,0.08,0,25-44,male,Quebec,4,3
797.9,0,0,0.0,0.0,0,45-64,male,Quebec,2,5
955.02,1,0,0.0341,0.0321,0,65+,male,Quebec,4,5
903.64,1,0,0.021,0.0167,0,25-44,male,BC,4,5
909.64,1,0,0.0988,0.08,0,65+,female,Prairies,3,3
421.57,1,1,0.1648,0.08,0,25-44,female,Ontario,3,3
692.15,1,0,0.0465,0.0453,0,25-44,male,Atlantic,3,4
828.08,1,1,0.0664,0.0678,1,45-64,female,Ontario,4,5
653.45,1,0,0.1623,0.08,0,65+,female,Quebec,4,4
965.55,1,0,0.1133,0.08,0,45-64,male,Ontario,4,4
1007.13,1,0,0.1786,0.08,1,25-44,male,Prairies,3,5
792.97,1,0,0.0995,0.08,0,45-64,female,Ontario,1,2
686.03,1,1,0.1369,0.0796,1,45-64,female,Quebec,3,1
539.57,1,1,0.0233,0.019,0,25-44,male,Quebec,5,3
922.8,0,0,0.0,0.0,0,25-44,female,Ontario,5,2
910.14,0,0,0.0,0.0,0,65+,male,Prairies,5,5
1202.54,1,0,0.0728,0.0739,0,25-44,male,Quebec,4,5
705.81,1,1,0.0063,0.0025,0,45-64,female,Prairies,1,1
